,Price,address,Local_area,zipcode,beds,baths,sqft,url,latitude,longitude
0,229900,11444 N 28th Dr APT 14,Phoenix,85029,2.0,3.0,1498.0,https://www.zillow.com/homedetails/11444-N-28th-Dr-APT-14-Phoenix-AZ-85029/7750068_zpid/,33.5961,-112.1199
1,294900,107 W Camino Rancho Lucido,Sahuarita,85629,4.0,3.0,1951.0,https://www.zillow.com/homedetails/107-W-Camino-Rancho-Lucido-Sahuarita-AZ-85629/59833790_zpid/,31.9452,-111.0002
2,683100,3320 E Briarwood Ter,Phoenix,85048,4.0,4.0,3110.0,https://www.zillow.com/homedetails/3320-E-Briarwood-Ter-Phoenix-AZ-85048/67759175_zpid/,33.316,-112.0669
3,260000,2401 N 70th St APT H,Scottsdale,85257,2.0,1.0,759.0,https://www.zillow.com/homedetails/2401-N-70th-St-APT-H-Scottsdale-AZ-85257/7569063_zpid/,33.4669,-111.9151
4,290900,3781 E Sierrita Rd,San Tan Valley,85143,2.0,2.0,1052.0,https://www.zillow.com/homedetails/3781-E-Sierrita-Rd-San-Tan-Valley-AZ-85143/67435958_zpid/,33.1911,-111.528
5,377900,1120 S 225th Ln,Buckeye,85326,5.0,3.0,2267.0,https://www.zillow.com/homedetails/1120-S-225th-Ln-Buckeye-AZ-85326/68960941_zpid/,33.3703,-112.5838
6,344900,43994 W Cypress Ln,Maricopa,85138,3.0,3.0,2200.0,https://www.zillow.com/homedetails/43994-W-Cypress-Ln-Maricopa-AZ-85138/67438054_zpid/,33.0073,-111.9324
7,269100,1805 N 84th Ave,Phoenix,85037,2.0,1.0,911.0,https://www.zillow.com/homedetails/1805-N-84th-Ave-Phoenix-AZ-85037/7487970_zpid/,33.4913,-112.2468
8,700900,4245 E Palo Verde St,Gilbert,85296,3.0,3.0,2661.0,https://www.zillow.com/homedetails/4245-E-Palo-Verde-St-Gilbert-AZ-85296/125121054_zpid/,33.3354,-111.7406
9,647900,4645 E Runaway Bay Dr,Chandler,85249,3.0,2.0,2309.0,https://www.zillow.com/homedetails/4645-E-Runaway-Bay-Dr-Chandler-AZ-85249/57688702_zpid/,33.2414,-111.7745
10,534900,2042 E Saltsage Dr,Phoenix,85048,3.0,3.0,1755.0,https://www.zillow.com/homedetails/2042-E-Saltsage-Dr-Phoenix-AZ-85048/8257212_zpid/,33.316,-112.0669
11,493200,25722 N 122nd Ave,Peoria,85383,3.0,3.0,2431.0,https://www.zillow.com/homedetails/25722-N-122nd-Ave-Peoria-AZ-85383/95145554_zpid/,33.7169,-112.238
12,483900,12999 N 93rd Dr,Peoria,85381,3.0,2.0,1516.0,https://www.zillow.com/homedetails/12999-N-93rd-Dr-Peoria-AZ-85381/95091427_zpid/,33.6048,-112.2237
13,428900,14159 W Columbus Ave,Goodyear,85395,4.0,3.0,2111.0,https://www.zillow.com/homedetails/14159-W-Columbus-Ave-Goodyear-AZ-85395/50204611_zpid/,33.479,-112.3947
14,444900,6219 W Navajo Dr,Glendale,85302,4.0,3.0,2183.0,https://www.zillow.com/homedetails/6219-W-Navajo-Dr-Glendale-AZ-85302/7704208_zpid/,33.5675,-112.1753
15,229900,6957 E Calle Orion,Tucson,85710,3.0,1.0,1434.0,https://www.zillow.com/homedetails/6957-E-Calle-Orion-Tucson-AZ-85710/8544282_zpid/,32.2138,-110.824
16,546800,8960 E Shangri La Rd,Scottsdale,85260,3.0,3.0,2172.0,https://www.zillow.com/homedetails/8960-E-Shangri-La-Rd-Scottsdale-AZ-85260/8064235_zpid/,33.6013,-111.8867
17,496900,10259 W Townley Ave,Peoria,85345,4.0,3.0,2731.0,https://www.zillow.com/homedetails/10259-W-Townley-Ave-Peoria-AZ-85345/240309966_zpid/,33.5761,-112.2344
18,356100,14223 W Yosemite Dr,Sun City West,85375,2.0,2.0,1391.0,https://www.zillow.com/homedetails/14223-W-Yosemite-Dr-Sun-City-West-AZ-85375/8114236_zpid/,33.6856,-112.3659
19,460300,1685 E Deer Shadow Ln,Tucson,85737,3.0,3.0,2220.0,https://www.zillow.com/homedetails/1685-E-Deer-Shadow-Ln-Tucson-AZ-85737/8608459_zpid/,32.4142,-110.9466
20,456900,658 S 223rd Ln,Buckeye,85326,4.0,3.0,2267.0,https://www.zillow.com/homedetails/658-S-223rd-Ln-Buckeye-AZ-85326/67787107_zpid/,33.3703,-112.5838
21,1149000,28835 N 64th St,Cave Creek,85331,3.0,3.0,3446.0,https://www.zillow.com/homedetails/28835-N-64th-St-Cave-Creek-AZ-85331/82801096_zpid/,33.8851,-111.9349
22,304900,4852 E Euclid Ave UNIT 2,Phoenix,85044,2.0,2.0,1015.0,https://www.zillow.com/homedetails/4852-E-Euclid-Ave-UNIT-2-Phoenix-AZ-85044/8139386_zpid/,33.3291,-111.9943
23,559900,11076 N Divot Dr,Tucson,85737,3.0,2.0,2450.0,https://www.zillow.com/homedetails/11076-N-Divot-Dr-Tucson-AZ-85737/8625958_zpid/,32.4142,-110.9466
24,375000,6928 E Madero Ave,Mesa,85209,3.0,2.0,1459.0,https://www.zillow.com/homedetails/6928-E-Madero-Ave-Mesa-AZ-85209/8273958_zpid/,33.3782,-111.6406
25,221000,27500 N Cochie Canyon Trl,Marana,85658,2.0,3.0,3005.0,https://www.zillow.com/homedetails/27500-N-Cochie-Canyon-Trl-Marana-AZ-85658/2103674073_zpid/,32.4305,-111.1459
26,175000,2615 W Highland Ave,Phoenix,85017,2.0,2.0,1088.0,https://www.zillow.com/homedetails/2615-W-Highland-Ave-Phoenix-AZ-85017/7765946_zpid/,33.5153,-112.1212
27,410000,1495 S Winslow Way,Cornville,86325,4.0,3.0,2178.0,https://www.zillow.com/homedetails/1495-S-Winslow-Way-Cornville-AZ-86325/8780459_zpid/,34.7256,-111.9086
28,549000,906 McCulloch Blvd S,Lake Havasu City,86406,4.0,3.0,1860.0,https://www.zillow.com/homedetails/906-McCulloch-Blvd-S-Lake-Havasu-City-AZ-86406/295480138_zpid/,34.4228,-114.125
29,210000,1295 S Kelson Pl,Safford,85546,3.0,2.0,1318.0,https://www.zillow.com/homedetails/1295-S-Kelson-Pl-Safford-AZ-85546/247910306_zpid/,32.8295,-109.6266
30,389900,4225 E Brookwood Ct,Phoenix,85048,3.0,2.0,1352.0,https://www.zillow.com/homedetails/4225-E-Brookwood-Ct-Phoenix-AZ-85048/8259599_zpid/,33.316,-112.0669
31,379000,3259 Thunderbird Dr,Lake Havasu City,86406,3.0,2.0,1453.0,https://www.zillow.com/homedetails/3259-Thunderbird-Dr-Lake-Havasu-City-AZ-86406/104028182_zpid/,34.4228,-114.125
32,725000,5536 Lemonmint Ln,Prescott,86305,3.0,2.0,2561.0,https://www.zillow.com/homedetails/5536-Lemonmint-Ln-Prescott-AZ-86305/64962427_zpid/,34.8185,-112.9584
33,414900,11640 N Tatum Blvd UNIT 1010,Phoenix,85028,2.0,2.0,1147.0,https://www.zillow.com/homedetails/11640-N-Tatum-Blvd-UNIT-1010-Phoenix-AZ-85028/82821100_zpid/,33.5851,-112.0087
34,268900,5125 S Missiondale Rd,Tucson,85706,2.0,1.0,1015.0,https://www.zillow.com/homedetails/5125-S-Missiondale-Rd-Tucson-AZ-85706/8560304_zpid/,32.1392,-110.9451
35,392000,7724 W Oraibi Dr,Glendale,85308,3.0,3.0,1422.0,https://www.zillow.com/homedetails/7724-W-Oraibi-Dr-Glendale-AZ-85308/7891700_zpid/,33.6539,-112.1694
36,665000,361 E Hopkins Rd,Gilbert,85295,4.0,3.0,2407.0,https://www.zillow.com/homedetails/361-E-Hopkins-Rd-Gilbert-AZ-85295/52433717_zpid/,33.3054,-111.7408
37,325000,86 E Zinnia Pl,San Tan Valley,85143,3.0,2.0,1402.0,https://www.zillow.com/homedetails/86-E-Zinnia-Pl-San-Tan-Valley-AZ-85143/60140879_zpid/,33.1911,-111.528
38,189000,2733 S Player Ave,Sierra Vista,85650,3.0,2.0,1627.0,https://www.zillow.com/homedetails/2733-S-Player-Ave-Sierra-Vista-AZ-85650/2069536856_zpid/,31.4892,-110.2153
39,425000,2820 E Carla Vista Dr,Chandler,85225,3.0,2.0,1623.0,https://www.zillow.com/homedetails/2820-E-Carla-Vista-Dr-Chandler-AZ-85225/8284277_zpid/,33.3105,-111.8239
40,385000,6105 Winchester Dr,Prescott Valley,86314,3.0,2.0,1461.0,https://www.zillow.com/homedetails/6105-Winchester-Dr-Prescott-Valley-AZ-86314/8732424_zpid/,34.6019,-112.3264
41,240000,2109 W Rose Garden Ln,Phoenix,85027,3.0,2.0,1092.0,https://www.zillow.com/homedetails/2109-W-Rose-Garden-Ln-Phoenix-AZ-85027/7970917_zpid/,33.6819,-112.0996
42,700000,1810 E Willetta St,Phoenix,85006,3.0,3.0,2076.0,https://www.zillow.com/homedetails/1810-E-Willetta-St-Phoenix-AZ-85006/7528786_zpid/,33.465,-112.0474
43,384900,10101 N Arabian Trl UNIT 2043,Scottsdale,85258,2.0,2.0,1076.0,https://www.zillow.com/homedetails/10101-N-Arabian-Trl-UNIT-2043-Scottsdale-AZ-85258/50180614_zpid/,33.5647,-111.8931
44,390900,936 W Summit Pl,Chandler,85225,2.0,2.0,1170.0,https://www.zillow.com/homedetails/936-W-Summit-Pl-Chandler-AZ-85225/8200144_zpid/,33.3105,-111.8239
45,575000,19344 W Oregon Ave,Litchfield Park,85340,4.0,3.0,2985.0,https://www.zillow.com/homedetails/19344-W-Oregon-Ave-Litchfield-Park-AZ-85340/95080258_zpid/,33.5098,-112.4135
46,1399000,25008 S 195th St,Queen Creek,85142,5.0,4.0,3855.0,https://www.zillow.com/homedetails/25008-S-195th-St-Queen-Creek-AZ-85142/95137492_zpid/,33.2487,-111.6343
47,250000,8680 E Desert Spring St,Tucson,85730,3.0,2.0,1577.0,https://www.zillow.com/homedetails/8680-E-Desert-Spring-St-Tucson-AZ-85730/8555195_zpid/,32.181,-110.819
48,544900,3289 E Carla Vista Dr,Gilbert,85295,4.0,3.0,2356.0,https://www.zillow.com/homedetails/3289-E-Carla-Vista-Dr-Gilbert-AZ-85295/82825110_zpid/,33.3054,-111.7408
49,269900,8511 W Altos Dr,Arizona City,85123,3.0,2.0,1401.0,https://www.zillow.com/homedetails/8511-W-Altos-Dr-Arizona-City-AZ-85123/67423450_zpid/,32.7559,-111.671
50,295000,14961 S Theodore Roosevelt Way,Sahuarita,85629,3.0,2.0,1615.0,https://www.zillow.com/homedetails/14961-S-Theodore-Roosevelt-Way-Sahuarita-AZ-85629/59832989_zpid/,31.9452,-111.0002
51,339995,11029 W Granada Dr,Sun City,85373,4.0,2.0,1679.0,https://www.zillow.com/homedetails/11029-W-Granada-Dr-Sun-City-AZ-85373/8093683_zpid/,33.6588,-112.3214
52,425000,129 S Becker Lake Rd,Springerville,85938,6.0,4.0,2664.0,https://www.zillow.com/homedetails/129-S-Becker-Lake-Rd-Springerville-AZ-85938/7350915_zpid/,34.1702,-109.3315
53,350000,1837 S Rockwell St,Gilbert,85295,3.0,2.0,1742.0,https://www.zillow.com/homedetails/1837-S-Rockwell-St-Gilbert-AZ-85295/81971600_zpid/,33.3054,-111.7408
54,425000,3865 E Garden Ln,Cottonwood,86326,3.0,2.0,1665.0,https://www.zillow.com/homedetails/3865-E-Garden-Ln-Cottonwood-AZ-86326/112360887_zpid/,34.7055,-112.0091
55,399900,18182 W Fulton St,Goodyear,85338,4.0,3.0,2139.0,https://www.zillow.com/homedetails/18182-W-Fulton-St-Goodyear-AZ-85338/300108985_zpid/,33.4368,-112.3834
56,525000,816 N Emery,Mesa,85207,3.0,2.0,2144.0,https://www.zillow.com/homedetails/816-N-Emery-Mesa-AZ-85207/60049376_zpid/,33.4321,-111.6426
57,199000,2743 S 17th Ave,Yuma,85364,3.0,2.0,1254.0,https://www.zillow.com/homedetails/2743-S-17th-Ave-Yuma-AZ-85364/8798853_zpid/,32.7015,-114.6424
58,250000,9650 S Leon Ranch Rd,Vail,85641,3.0,2.0,1815.0,https://www.zillow.com/homedetails/9650-S-Leon-Ranch-Rd-Vail-AZ-85641/52486306_zpid/,32.0027,-110.7053
59,299900,2678 E Turkey Run Rd,Pinetop,85935,2.0,1.0,645.0,https://www.zillow.com/homedetails/2678-E-Turkey-Run-Rd-Pinetop-AZ-85935/8413059_zpid/,34.1175,-109.9197
60,449000,223 Pineveta Rd,Ash Fork,86320,2.0,3.0,1729.0,https://www.zillow.com/homedetails/223-Pineveta-Rd-Ash-Fork-AZ-86320/2093856622_zpid/,35.215,-112.5027
61,132000,325 Pennsylvania Ave,Patagonia,85624,2.0,1.0,1088.0,https://www.zillow.com/homedetails/325-Pennsylvania-Ave-Patagonia-AZ-85624/2112765700_zpid/,31.5353,-110.6968
62,799000,1032 E Wagon Wheel Dr,Prescott,86303,2.0,3.0,2278.0,https://www.zillow.com/homedetails/1032-E-Wagon-Wheel-Dr-Prescott-AZ-86303/82017057_zpid/,34.4958,-112.3783
63,850000,3419 N 63rd Pl,Scottsdale,85251,3.0,2.0,2230.0,https://www.zillow.com/homedetails/3419-N-63rd-Pl-Scottsdale-AZ-85251/7567830_zpid/,33.4936,-111.9167
64,292200,25738 W Saint Catherine Ave,Buckeye,85326,3.0,2.0,1326.0,https://www.zillow.com/homedetails/25738-W-Saint-Catherine-Ave-Buckeye-AZ-85326/67797513_zpid/,33.3703,-112.5838
65,335000,45025 N Zorrillo Dr,Phoenix,85087,4.0,2.0,2178.0,https://www.zillow.com/homedetails/45025-N-Zorrillo-Dr-Phoenix-AZ-85087/7928633_zpid/,33.9235,-112.1279
66,530000,22610 N Via Tercero,Sun City West,85375,3.0,3.0,2525.0,https://www.zillow.com/homedetails/22610-N-Via-Tercero-Sun-City-West-AZ-85375/8121773_zpid/,33.6856,-112.3659
67,310000,8129 S Carbury Way,Tucson,85747,3.0,2.0,1738.0,https://www.zillow.com/homedetails/8129-S-Carbury-Way-Tucson-AZ-85747/8580616_zpid/,32.0984,-110.7272
68,239000,170 County Road 3158,Vernon,85940,2.0,2.0,1340.0,https://www.zillow.com/homedetails/170-County-Road-3158-Vernon-AZ-85940/2070529249_zpid/,34.2575,-109.6929
69,355900,41175 N Rose Ln,San Tan Valley,85140,4.0,2.0,2000.0,https://www.zillow.com/homedetails/41175-N-Rose-Ln-San-Tan-Valley-AZ-85140/67434569_zpid/,33.1911,-111.528
70,379900,11423 W Crimson Ln,Avondale,85392,4.0,3.0,2205.0,https://www.zillow.com/homedetails/11423-W-Crimson-Ln-Avondale-AZ-85392/7472490_zpid/,33.4777,-112.3093
71,295000,7044 S Petrel Ln,Tucson,85756,4.0,3.0,2889.0,https://www.zillow.com/homedetails/7044-S-Petrel-Ln-Tucson-AZ-85756/67134062_zpid/,32.0839,-110.9004
72,850000,11781 N Luzon Ct,Tucson,85737,5.0,3.0,3637.0,https://www.zillow.com/homedetails/11781-N-Luzon-Ct-Tucson-AZ-85737/239253685_zpid/,32.4142,-110.9466
73,120000,400 W Baseline Rd SPACE 212,Tempe,85283,3.0,2.0,1500.0,https://www.zillow.com/homedetails/400-W-Baseline-Rd-SPACE-212-Tempe-AZ-85283/2070520505_zpid/,33.3665,-111.9312
74,350000,16327 W Latham St,Goodyear,85338,3.0,3.0,1773.0,https://www.zillow.com/homedetails/16327-W-Latham-St-Goodyear-AZ-85338/240305895_zpid/,33.4368,-112.3834
75,427000,2331 W Darrel Rd,Phoenix,85041,3.0,3.0,2055.0,https://www.zillow.com/homedetails/2331-W-Darrel-Rd-Phoenix-AZ-85041/58883276_zpid/,33.3889,-112.0954
76,515000,4647 S Romano,Mesa,85212,4.0,2.0,2302.0,https://www.zillow.com/homedetails/4647-S-Romano-Mesa-AZ-85212/88795482_zpid/,33.3425,-111.6353
77,449000,3257 E Silversmith Trl,San Tan Valley,85143,4.0,2.0,2199.0,https://www.zillow.com/homedetails/3257-E-Silversmith-Trl-San-Tan-Valley-AZ-85143/67436503_zpid/,33.1911,-111.528
78,619900,7233 W Via Montoya Dr,Glendale,85310,5.0,2.0,2394.0,https://www.zillow.com/homedetails/7233-W-Via-Montoya-Dr-Glendale-AZ-85310/7881218_zpid/,33.7047,-112.1641
79,385000,13036 N 56th Ave,Glendale,85304,3.0,2.0,1916.0,https://www.zillow.com/homedetails/13036-N-56th-Ave-Glendale-AZ-85304/7896784_zpid/,33.5943,-112.1746
80,475000,2706 W Monte Ave,Mesa,85202,3.0,2.0,1649.0,https://www.zillow.com/homedetails/2706-W-Monte-Ave-Mesa-AZ-85202/8251209_zpid/,33.3851,-111.8724
81,115000,2310 E Lass Ave,Kingman,86409,3.0,2.0,1040.0,https://www.zillow.com/homedetails/2310-E-Lass-Ave-Kingman-AZ-86409/8385069_zpid/,35.2633,-114.0223
82,294000,37683 W Bello Ln,Maricopa,85138,3.0,2.0,1556.0,https://www.zillow.com/homedetails/37683-W-Bello-Ln-Maricopa-AZ-85138/185847873_zpid/,33.0073,-111.9324
83,720000,6155 N 186th Ave,Waddell,85355,4.0,3.0,2542.0,https://www.zillow.com/homedetails/6155-N-186th-Ave-Waddell-AZ-85355/8307705_zpid/,33.5673,-112.4387
84,319000,2092 Roy Rogers Way,Kingman,86409,3.0,2.0,1763.0,https://www.zillow.com/homedetails/2092-Roy-Rogers-Way-Kingman-AZ-86409/67815108_zpid/,35.2633,-114.0223
85,360000,201 Johnson Ln,Young,85554,7.0,4.0,3050.0,https://www.zillow.com/homedetails/201-Johnson-Ln-Young-AZ-85554/2069612241_zpid/,34.1014,-110.9637
86,390000,8801 W Edgemont Ave,Phoenix,85037,4.0,3.0,2212.0,https://www.zillow.com/homedetails/8801-W-Edgemont-Ave-Phoenix-AZ-85037/7473764_zpid/,33.4913,-112.2468
87,330000,968 Calle Robalo,Rio Rico,85648,4.0,3.0,2422.0,https://www.zillow.com/homedetails/968-Calle-Robalo-Rio-Rico-AZ-85648/108311391_zpid/,31.5084,-111.0757
88,325000,46 County Road 8149,Concho,85924,3.0,2.0,1792.0,https://www.zillow.com/homedetails/46-County-Road-8149-Concho-AZ-85924/2069525935_zpid/,34.4458,-109.6741
89,199900,5605 E Labrador Ln,Hereford,85615,4.0,3.0,2230.0,https://www.zillow.com/homedetails/5605-E-Labrador-Ln-Hereford-AZ-85615/304675969_zpid/,31.4035,-110.2047
90,595000,6410 W Avenida Del Rey,Phoenix,85083,5.0,3.0,3126.0,https://www.zillow.com/homedetails/6410-W-Avenida-Del-Rey-Phoenix-AZ-85083/7925950_zpid/,33.7352,-112.1294
91,425000,27 County Road 2048,Alpine,85920,2.0,2.0,1557.0,https://www.zillow.com/homedetails/27-County-Road-2048-Alpine-AZ-85920/7347823_zpid/,33.8279,-109.1283
92,160000,4445 E Accidental Ln,Prescott,86303,4.0,4.0,3600.0,https://www.zillow.com/homedetails/4445-E-Accidental-Ln-Prescott-AZ-86303/8752361_zpid/,34.4958,-112.3783
93,794900,1573 Gettysvue Way,Prescott,86301,3.0,3.0,2532.0,https://www.zillow.com/homedetails/1573-Gettysvue-Way-Prescott-AZ-86301/55632469_zpid/,34.5917,-112.4265
94,489900,4716 E Cloudburst Dr,Gilbert,85297,4.0,2.0,1773.0,https://www.zillow.com/homedetails/4716-E-Cloudburst-Dr-Gilbert-AZ-85297/61630363_zpid/,33.2781,-111.7096
95,225000,132 E Taylor Ave,Coolidge,85128,4.0,2.0,1209.0,https://www.zillow.com/homedetails/132-E-Taylor-Ave-Coolidge-AZ-85128/185785356_zpid/,32.9574,-111.5344
96,270000,17232 N 16th Ave,Phoenix,85023,3.0,2.0,1106.0,https://www.zillow.com/homedetails/17232-N-16th-Ave-Phoenix-AZ-85023/7965122_zpid/,33.6324,-112.1118
97,315000,1528 W Corona Ave,Phoenix,85041,4.0,2.0,1350.0,https://www.zillow.com/homedetails/1528-W-Corona-Ave-Phoenix-AZ-85041/7501977_zpid/,33.3889,-112.0954
98,140000,11383 N Dill St,Portal,85632,3.0,2.0,1680.0,https://www.zillow.com/homedetails/11383-N-Dill-St-Portal-AZ-85632/2129870458_zpid/,32.0423,-109.1748
99,1520000,3139 E Bellflower Ct,Gilbert,85298,5.0,4.0,5003.0,https://www.zillow.com/homedetails/3139-E-Bellflower-Ct-Gilbert-AZ-85298/95186279_zpid/,33.2522,-111.7022
100,329990,2539 E Camino St,Mesa,85213,3.0,2.0,1306.0,https://www.zillow.com/homedetails/2539-E-Camino-St-Mesa-AZ-85213/7636781_zpid/,33.4367,-111.7731
101,303000,10219 W Luxton Ln,Tolleson,85353,3.0,2.0,1397.0,https://www.zillow.com/homedetails/10219-W-Luxton-Ln-Tolleson-AZ-85353/71619063_zpid/,33.4347,-112.2774
102,455000,2691 Saratoga Ave,Lake Havasu City,86406,3.0,3.0,2571.0,https://www.zillow.com/homedetails/2691-Saratoga-Ave-Lake-Havasu-City-AZ-86406/8330930_zpid/,34.4228,-114.125
103,359000,3215 E Menadota Dr,Phoenix,85050,3.0,2.0,1012.0,https://www.zillow.com/homedetails/3215-E-Menadota-Dr-Phoenix-AZ-85050/7992720_zpid/,33.6863,-111.9963
104,365000,1527 W 2nd St,Mesa,85201,3.0,2.0,1322.0,https://www.zillow.com/homedetails/1527-W-2nd-St-Mesa-AZ-85201/7610624_zpid/,33.4317,-111.8469
105,1525000,1015 E Hattie Greene,Flagstaff,86001,4.0,3.0,3423.0,https://www.zillow.com/homedetails/1015-E-Hattie-Greene-Flagstaff-AZ-86001/64953738_zpid/,35.1859,-111.662
106,239000,8594 N Cantora Way,Tucson,85743,3.0,2.0,1118.0,https://www.zillow.com/homedetails/8594-N-Cantora-Way-Tucson-AZ-85743/8640301_zpid/,32.3366,-111.1771
107,675000,29103 N 152nd Dr,Surprise,85387,3.0,3.0,2835.0,https://www.zillow.com/homedetails/29103-N-152nd-Dr-Surprise-AZ-85387/64669613_zpid/,33.7129,-112.4375
108,300000,6426 E Boldin Dr,Tucson,85756,4.0,3.0,2173.0,https://www.zillow.com/homedetails/6426-E-Boldin-Dr-Tucson-AZ-85756/97415860_zpid/,32.0839,-110.9004
109,269900,3018 W Laquila Aerie,Tucson,85742,3.0,2.0,1485.0,https://www.zillow.com/homedetails/3018-W-Laquila-Aerie-Tucson-AZ-85742/8631796_zpid/,32.4076,-111.065
110,250000,6941 E Rivercrest Rd,Tucson,85750,3.0,2.0,1995.0,https://www.zillow.com/homedetails/6941-E-Rivercrest-Rd-Tucson-AZ-85750/8471139_zpid/,32.2974,-110.8404
111,350000,9700 N Camino Del Grillo,Tucson,85742,3.0,2.0,1697.0,https://www.zillow.com/homedetails/9700-N-Camino-Del-Grillo-Tucson-AZ-85742/8624028_zpid/,32.4076,-111.065
112,450000,1122 S Una Ave,Tempe,85281,3.0,2.0,1364.0,https://www.zillow.com/homedetails/1122-S-Una-Ave-Tempe-AZ-85281/7585263_zpid/,33.4227,-111.9261
113,270000,504 S 7th St,Buckeye,85326,3.0,2.0,1127.0,https://www.zillow.com/homedetails/504-S-7th-St-Buckeye-AZ-85326/8287031_zpid/,33.3703,-112.5838
114,17750,2650 W Union Hills Dr #118,Phoenix,85027,2.0,1.0,910.0,https://www.zillow.com/homedetails/2650-W-Union-Hills-Dr-118-Phoenix-AZ-85027/2072060904_zpid/,33.6819,-112.0996
115,305000,9987 W Monterosa Ave,Phoenix,85037,3.0,2.0,1189.0,https://www.zillow.com/homedetails/9987-W-Monterosa-Ave-Phoenix-AZ-85037/7484545_zpid/,33.4913,-112.2468
116,347000,4640 N Montezuma Ave,Rimrock,86335,2.0,2.0,1613.0,https://www.zillow.com/homedetails/4640-N-Montezuma-Ave-Rimrock-AZ-86335/8768831_zpid/,34.638,-111.7842
117,199990,66 County Road 8113,Concho,85924,3.0,2.0,1184.0,https://www.zillow.com/homedetails/66-County-Road-8113-Concho-AZ-85924/2070299990_zpid/,34.4458,-109.6741
118,849900,1987 W Fresh Aire St,Flagstaff,86001,4.0,3.0,3099.0,https://www.zillow.com/homedetails/1987-W-Fresh-Aire-St-Flagstaff-AZ-86001/64956560_zpid/,35.1859,-111.662
119,598000,410 Barnwood Trl,Munds Park,86017,4.0,4.0,2811.0,https://www.zillow.com/homedetails/410-Barnwood-Trl-Munds-Park-AZ-86017/7377817_zpid/,34.9412,-111.641
120,295000,2683 S Ave 7 3/4 E,Yuma,85365,4.0,3.0,1650.0,https://www.zillow.com/homedetails/2683-S-Ave-7-3-4-E-Yuma-AZ-85365/2132188331_zpid/,32.7093,-114.4905
121,130000,4800 N 68th St UNIT 262,Scottsdale,85251,1.0,1.0,624.0,https://www.zillow.com/homedetails/4800-N-68th-St-UNIT-262-Scottsdale-AZ-85251/7844734_zpid/,33.4936,-111.9167
122,159900,789 S Jefferson St,Coolidge,85128,2.0,2.0,840.0,https://www.zillow.com/homedetails/789-S-Jefferson-St-Coolidge-AZ-85128/55504650_zpid/,32.9574,-111.5344
123,398900,10023 N Laurelwood Dr,Tucson,85737,4.0,2.0,1805.0,https://www.zillow.com/homedetails/10023-N-Laurelwood-Dr-Tucson-AZ-85737/8622524_zpid/,32.4142,-110.9466
124,900000,26218 N 47th Dr,Phoenix,85083,3.0,3.0,3041.0,https://www.zillow.com/homedetails/26218-N-47th-Dr-Phoenix-AZ-85083/55263005_zpid/,33.7352,-112.1294
125,345000,43850 W Kramer Ln,Maricopa,85138,4.0,2.0,1884.0,https://www.zillow.com/homedetails/43850-W-Kramer-Ln-Maricopa-AZ-85138/71683011_zpid/,33.0073,-111.9324
126,160000,3605 W Bethany Home Rd APT 15,Phoenix,85019,3.0,2.0,1260.0,https://www.zillow.com/homedetails/3605-W-Bethany-Home-Rd-APT-15-Phoenix-AZ-85019/2142826892_zpid/,33.5123,-112.1417
127,450000,64483 E Sugar Ln,Saddlebrooke,85739,2.0,3.0,2424.0,https://www.zillow.com/homedetails/64483-E-Sugar-Ln-Saddlebrooke-AZ-85739/8689073_zpid/,32.465,-110.8922
128,60000,7255 S Cole Ln,Hereford,85615,3.0,2.0,1706.0,https://www.zillow.com/homedetails/7255-S-Cole-Ln-Hereford-AZ-85615/7391386_zpid/,31.4035,-110.2047
129,949000,7131 E Indigo St,Mesa,85207,3.0,4.0,2872.0,https://www.zillow.com/homedetails/7131-E-Indigo-St-Mesa-AZ-85207/68538338_zpid/,33.4321,-111.6426
130,409900,1148 N California St,Chandler,85225,4.0,2.0,1568.0,https://www.zillow.com/homedetails/1148-N-California-St-Chandler-AZ-85225/8189485_zpid/,33.3105,-111.8239
131,179900,319 N 88th Pl,Mesa,85207,3.0,3.0,1346.0,https://www.zillow.com/homedetails/319-N-88th-Pl-Mesa-AZ-85207/8071437_zpid/,33.4321,-111.6426
132,410000,8906 E Calle Pasto,Tucson,85715,3.0,3.0,2217.0,https://www.zillow.com/homedetails/8906-E-Calle-Pasto-Tucson-AZ-85715/8524400_zpid/,32.2519,-110.82
133,1390000,10970 E Dale Ln,Scottsdale,85262,4.0,4.0,4659.0,https://www.zillow.com/homedetails/10970-E-Dale-Ln-Scottsdale-AZ-85262/8037991_zpid/,33.7752,-111.7791
134,95000,814 N 82nd St #G207,Scottsdale,85257,2.0,1.0,888.0,https://www.zillow.com/homedetails/814-N-82nd-St-G207-Scottsdale-AZ-85257/2070306527_zpid/,33.4669,-111.9151
135,1199000,21484 E Mewes Rd,Queen Creek,85142,6.0,4.0,5442.0,https://www.zillow.com/homedetails/21484-E-Mewes-Rd-Queen-Creek-AZ-85142/67783205_zpid/,33.2487,-111.6343
136,212000,139 W Paseo Adobe,Green Valley,85614,2.0,2.0,2060.0,https://www.zillow.com/homedetails/139-W-Paseo-Adobe-Green-Valley-AZ-85614/8646051_zpid/,31.8543,-111.0003
137,371000,873 N Deer Creek Dr,Payson,85541,2.0,2.0,1750.0,https://www.zillow.com/homedetails/873-N-Deer-Creek-Dr-Payson-AZ-85541/7441956_zpid/,34.2198,-111.2878
