,Price,address,Local_area,zipcode,beds,baths,sqft,url,latitude,longitude
536,398900,21431 N MORNING DOVE Drive,Sun City West,85375,3.0,2.0,2528.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Sun-City-West/21431-N-MORNING-DOVE-Drive/109756577.html,33.6856,-112.3659
537,1100000,1328 Sierry Peaks Drive,Prescott,86305,4.0,3.0,3542.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/1328-Sierry-Peaks-Drive/108337800.html,34.8185,-112.9584
538,330000,10994 W Rio Vista Lane,Avondale,85323,3.0,2.0,1319.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Avondale/Durango-Park/10994-W-Rio-Vista-Lane/109756874.html,33.4321,-112.3438
539,526670,9313 E STATIC Avenue,Mesa,85212,4.0,3.0,2668.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Eastmark/9313-E-STATIC-Avenue/109751758.html,33.3425,-111.6353
540,699900,15415 S 16TH Avenue,Phoenix,85045,4.0,3.0,2894.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Ahwatukee-Foothills/15415-S-16TH-Avenue/109757016.html,33.3022,-112.1226
541,319000,2771 N Van Buren Avenue,Tucson,85712,4.0,2.0,1535.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Old-Fort-Lowell/2771-N-Van-Buren-Avenue/109776885.html,32.25,-110.8869
542,375000,5164 N Long Rifle Road,Prescott Valley,86314,3.0,2.0,1581.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/5164-N-Long-Rifle-Road/109506609.html,34.6019,-112.3264
543,419900,661 S Angelas Place,Show Low,85901,3.0,2.0,1648.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Show-Low/661-S-Angelas-Place/109752439.html,34.2998,-110.0
544,675000,8538 W IRMA Lane,Peoria,85382,4.0,3.0,2897.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Peoria/Fletcher-Heights/8538-W-IRMA-Lane/109756913.html,33.6308,-112.2072
545,725000,6855 W Lightning Ridge Place,Tucson,85745,4.0,4.0,2731.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Del-Cerro-Estates/6855-W-Lightning-Ridge-Place/108195934.html,32.2434,-111.0179
546,485000,220 S 17th Place,Cottonwood,86326,3.0,4.0,1440.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Yavapai-County/Cottonwood/220-S-17th-Place/108989999.html,34.7055,-112.0091
547,569900,5896 S Copper Hills Drive,Tucson,85747,5.0,4.0,4071.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Civano/5896-S-Copper-Hills-Drive/109776865.html,32.0984,-110.7272
548,365000,7324 W St Catherine Ave ,Laveen,85339,4.0,2.0,1914.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Laveen/7324-W-St-Catherine-Ave-/109709101.html,33.3436,-112.1716
550,289900,9512 N Albatross Drive,Tortolita,85742,4.0,3.0,1930.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Baja-Arizona/Tortolita/9512-N-Albatross-Drive/109776873.html,32.4076,-111.065
551,829000,816 Chureo Street,Prescott,86301,2.0,3.0,2246.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/816-Chureo-Street/108491670.html,34.5917,-112.4265
552,350000,704 W Rim Road,Pinetop - Lakeside,85929,2.0,2.0,1237.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Pinetop-Lakeside/704-W-Rim-Road/109752421.html,34.1662,-109.9869
553,875000,23936 S STONEY LAKE Drive,Sun Lakes,85248,4.0,3.0,3435.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/23936-S-STONEY-LAKE-Drive/109759324.html,33.2509,-111.8593
554,258500,964 W HOPI Drive,Coolidge,85128,3.0,2.0,1570.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Coolidge/964-W-HOPI-Drive/109756814.html,32.9574,-111.5344
555,650000,8142 S Circle S Ranch Place,Rincon Valley,85641,3.0,3.0,2488.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Baja-Arizona/Coronado/8142-S-Circle-S-Ranch-Place/109776888.html,32.0027,-110.7053
556,430000,18050 W CAROL Avenue,Waddell,85355,5.0,3.0,2318.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Waddell/18050-W-CAROL-Avenue/109756893.html,33.5673,-112.4387
557,362500,4115 E WAGONER Road,Phoenix,85032,3.0,2.0,1613.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Paradise-Valley-Village/4115-E-WAGONER-Road/109756726.html,33.6238,-112.0044
558,499000,7024 W TOWNLEY Avenue,Peoria,85345,4.0,3.0,2608.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Peoria/Foxfire/7024-W-TOWNLEY-Avenue/109756982.html,33.5761,-112.2344
559,345990,2036 E JULIAN Drive,Casa Grande,85122,4.0,2.0,1880.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Casa-Grande/2036-E-JULIAN-Drive/109756581.html,32.8905,-111.754
560,355000,7636 E Buena Vista Drive,Prescott Valley,86314,3.0,2.0,1286.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/7636-E-Buena-Vista-Drive/108768022.html,34.6019,-112.3264
561,700000,16610 South 37th Way ,Phoenix,85048,5.0,3.0,3250.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Ahwatukee-Foothills/16610-South-37th-Way-/109599204.html,33.316,-112.0669
562,105000,3825 N Santa Cruz Road,Golden Valley,86413,3.0,2.0,1050.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Golden-Valley/3825-N-Santa-Cruz-Road/109752125.html,35.3002,-114.2215
